userid;user_artist_data.ID;artist_alias.ID;artistid;badid;goodid;artist_name;playcount
1005852;798027;282;1034635;1006102;1034635;[unknown];4
1005891;799448;282;1034635;1006102;1034635;[unknown];1
1005919;802949;282;1034635;1006102;1034635;[unknown];6
1005920;803090;282;1034635;1006102;1034635;[unknown];5
1005922;803378;282;1034635;1006102;1034635;[unknown];52
1005923;803914;282;1034635;1006102;1034635;[unknown];1
1005932;804481;282;1034635;1006102;1034635;[unknown];1
1005939;805072;282;1034635;1006102;1034635;[unknown];7
1005975;808032;282;1034635;1006102;1034635;[unknown];5
1005987;810612;282;1034635;1006102;1034635;[unknown];1
1005990;810954;282;1034635;1006102;1034635;[unknown];5
1006026;813489;282;1034635;1006102;1034635;[unknown];11
1006030;813887;282;1034635;1006102;1034635;[unknown];2
1006033;814703;282;1034635;1006102;1034635;[unknown];1
1006036;815339;282;1034635;1006102;1034635;[unknown];10
1006043;816364;282;1034635;1006102;1034635;[unknown];2
1006054;816703;282;1034635;1006102;1034635;[unknown];2
1006061;817323;282;1034635;1006102;1034635;[unknown];1
1006079;818417;282;1034635;1006102;1034635;[unknown];4
1006093;820175;282;1034635;1006102;1034635;[unknown];5
1006129;827343;282;1034635;1006102;1034635;[unknown];382
1006146;827971;282;1034635;1006102;1034635;[unknown];9
1006163;828929;282;1034635;1006102;1034635;[unknown];7
1006175;829207;282;1034635;1006102;1034635;[unknown];1
1006176;829414;282;1034635;1006102;1034635;[unknown];3
1006177;830202;282;1034635;1006102;1034635;[unknown];1
1006183;831047;282;1034635;1006102;1034635;[unknown];2
1006201;833259;282;1034635;1006102;1034635;[unknown];2
1006209;834308;282;1034635;1006102;1034635;[unknown];1
1006210;834882;282;1034635;1006102;1034635;[unknown];22
1006241;835529;282;1034635;1006102;1034635;[unknown];1
1006258;835676;282;1034635;1006102;1034635;[unknown];2
1006259;835877;282;1034635;1006102;1034635;[unknown];15
1006277;838351;282;1034635;1006102;1034635;[unknown];10
1006285;839619;282;1034635;1006102;1034635;[unknown];11
1006293;840202;282;1034635;1006102;1034635;[unknown];28
1006297;840916;282;1034635;1006102;1034635;[unknown];5
1006298;841093;282;1034635;1006102;1034635;[unknown];4
1006326;842792;282;1034635;1006102;1034635;[unknown];4
1006330;843177;282;1034635;1006102;1034635;[unknown];2
1006357;844747;282;1034635;1006102;1034635;[unknown];2
1006365;845072;282;1034635;1006102;1034635;[unknown];1
1006381;846187;282;1034635;1006102;1034635;[unknown];4
1006387;846674;282;1034635;1006102;1034635;[unknown];5
1006388;846895;282;1034635;1006102;1034635;[unknown];3
1006405;848027;282;1034635;1006102;1034635;[unknown];12
1006410;849024;282;1034635;1006102;1034635;[unknown];31
1006416;849398;282;1034635;1006102;1034635;[unknown];4
1006427;849707;282;1034635;1006102;1034635;[unknown];1
1006447;851603;282;1034635;1006102;1034635;[unknown];5
1006463;852108;282;1034635;1006102;1034635;[unknown];5
1006481;855092;282;1034635;1006102;1034635;[unknown];1
1006493;855450;282;1034635;1006102;1034635;[unknown];1
1006505;856437;282;1034635;1006102;1034635;[unknown];12
1006506;856589;282;1034635;1006102;1034635;[unknown];2
1006530;857295;282;1034635;1006102;1034635;[unknown];15
1006537;859023;282;1034635;1006102;1034635;[unknown];2
1006538;859152;282;1034635;1006102;1034635;[unknown];3
1006542;859413;282;1034635;1006102;1034635;[unknown];9
1006560;860751;282;1034635;1006102;1034635;[unknown];1
1006563;861732;282;1034635;1006102;1034635;[unknown];9
1006568;862225;282;1034635;1006102;1034635;[unknown];29
1006573;862724;282;1034635;1006102;1034635;[unknown];12
1006577;863288;282;1034635;1006102;1034635;[unknown];4
1006599;864579;282;1034635;1006102;1034635;[unknown];1
1006607;864790;282;1034635;1006102;1034635;[unknown];3
1006610;866460;282;1034635;1006102;1034635;[unknown];7
1006612;866645;282;1034635;1006102;1034635;[unknown];2
1006619;867739;282;1034635;1006102;1034635;[unknown];2
1006620;868091;282;1034635;1006102;1034635;[unknown];23
1006628;868260;282;1034635;1006102;1034635;[unknown];4
1006645;868959;282;1034635;1006102;1034635;[unknown];3
1006659;869684;282;1034635;1006102;1034635;[unknown];2
1006670;870187;282;1034635;1006102;1034635;[unknown];8
1006679;871764;282;1034635;1006102;1034635;[unknown];14
1006693;874131;282;1034635;1006102;1034635;[unknown];61
1006694;874762;282;1034635;1006102;1034635;[unknown];1
1006706;875406;282;1034635;1006102;1034635;[unknown];1
1006720;875541;282;1034635;1006102;1034635;[unknown];3
1006736;877177;282;1034635;1006102;1034635;[unknown];1
1006737;877782;282;1034635;1006102;1034635;[unknown];8
1006745;878987;282;1034635;1006102;1034635;[unknown];18
1006759;879766;282;1034635;1006102;1034635;[unknown];5
1006761;880107;282;1034635;1006102;1034635;[unknown];14
1006769;880540;282;1034635;1006102;1034635;[unknown];13
1006783;881684;282;1034635;1006102;1034635;[unknown];10
1006784;882262;282;1034635;1006102;1034635;[unknown];1
1006806;884321;282;1034635;1006102;1034635;[unknown];92
1006810;884804;282;1034635;1006102;1034635;[unknown];4
1006811;885153;282;1034635;1006102;1034635;[unknown];41
1006831;887268;282;1034635;1006102;1034635;[unknown];19
1006836;887887;282;1034635;1006102;1034635;[unknown];2
1006843;888258;282;1034635;1006102;1034635;[unknown];5
1006853;889902;282;1034635;1006102;1034635;[unknown];1
1006866;890970;282;1034635;1006102;1034635;[unknown];14
1006877;891128;282;1034635;1006102;1034635;[unknown];8
1006879;891228;282;1034635;1006102;1034635;[unknown];1
1006882;891534;282;1034635;1006102;1034635;[unknown];1
1006890;891681;282;1034635;1006102;1034635;[unknown];1
1006896;891917;282;1034635;1006102;1034635;[unknown];15
1006903;892623;282;1034635;1006102;1034635;[unknown];35
1006905;893332;282;1034635;1006102;1034635;[unknown];5
1006915;893796;282;1034635;1006102;1034635;[unknown];16
1006925;895302;282;1034635;1006102;1034635;[unknown];28
1006927;896370;282;1034635;1006102;1034635;[unknown];3
1006930;896835;282;1034635;1006102;1034635;[unknown];1
1006931;897198;282;1034635;1006102;1034635;[unknown];212
1006936;897467;282;1034635;1006102;1034635;[unknown];4
1006940;897728;282;1034635;1006102;1034635;[unknown];11
1006954;898411;282;1034635;1006102;1034635;[unknown];15
1006969;899089;282;1034635;1006102;1034635;[unknown];33
1006979;899577;282;1034635;1006102;1034635;[unknown];2
1006982;899823;282;1034635;1006102;1034635;[unknown];1
1006997;900720;282;1034635;1006102;1034635;[unknown];1
1007026;903952;282;1034635;1006102;1034635;[unknown];83
1007041;907011;282;1034635;1006102;1034635;[unknown];7
1007049;907571;282;1034635;1006102;1034635;[unknown];24
1007060;907852;282;1034635;1006102;1034635;[unknown];1
1007064;908383;282;1034635;1006102;1034635;[unknown];1
1007082;910104;282;1034635;1006102;1034635;[unknown];3
1007095;911460;282;1034635;1006102;1034635;[unknown];3
1007099;911548;282;1034635;1006102;1034635;[unknown];2
1007100;911632;282;1034635;1006102;1034635;[unknown];27
1007117;913014;282;1034635;1006102;1034635;[unknown];1
1007118;913444;282;1034635;1006102;1034635;[unknown];1
1007121;914063;282;1034635;1006102;1034635;[unknown];5
1007132;914777;282;1034635;1006102;1034635;[unknown];12
1007146;915751;282;1034635;1006102;1034635;[unknown];3
1007166;916513;282;1034635;1006102;1034635;[unknown];7
1007236;918006;282;1034635;1006102;1034635;[unknown];3
1007261;919678;282;1034635;1006102;1034635;[unknown];21
1007269;920218;282;1034635;1006102;1034635;[unknown];60
1007272;920420;282;1034635;1006102;1034635;[unknown];1
1007281;920788;282;1034635;1006102;1034635;[unknown];2
1007287;921513;282;1034635;1006102;1034635;[unknown];2
1007308;922208;282;1034635;1006102;1034635;[unknown];187
1007339;924246;282;1034635;1006102;1034635;[unknown];27
1007370;927125;282;1034635;1006102;1034635;[unknown];564
1007372;927401;282;1034635;1006102;1034635;[unknown];178
1007377;928142;282;1034635;1006102;1034635;[unknown];105
1007380;930272;282;1034635;1006102;1034635;[unknown];42
1007382;930834;282;1034635;1006102;1034635;[unknown];1
1007401;931058;282;1034635;1006102;1034635;[unknown];2
1007414;931917;282;1034635;1006102;1034635;[unknown];2
1007417;932230;282;1034635;1006102;1034635;[unknown];2
1007433;933449;282;1034635;1006102;1034635;[unknown];16
1007435;934001;282;1034635;1006102;1034635;[unknown];10
1007488;936128;282;1034635;1006102;1034635;[unknown];1
1007497;936665;282;1034635;1006102;1034635;[unknown];1
1007498;936908;282;1034635;1006102;1034635;[unknown];3
1007499;937189;282;1034635;1006102;1034635;[unknown];1
1007501;937209;282;1034635;1006102;1034635;[unknown];49
1007509;937643;282;1034635;1006102;1034635;[unknown];1
1007520;938672;282;1034635;1006102;1034635;[unknown];2
1007523;939573;282;1034635;1006102;1034635;[unknown];1
1007552;943188;282;1034635;1006102;1034635;[unknown];4
1007559;943982;282;1034635;1006102;1034635;[unknown];2
1007575;945349;282;1034635;1006102;1034635;[unknown];3
1007584;945652;282;1034635;1006102;1034635;[unknown];12
1007595;946057;282;1034635;1006102;1034635;[unknown];12
1007621;947395;282;1034635;1006102;1034635;[unknown];1
1007626;947741;282;1034635;1006102;1034635;[unknown];2
1007634;948447;282;1034635;1006102;1034635;[unknown];2
1007638;948659;282;1034635;1006102;1034635;[unknown];2
1007657;950338;282;1034635;1006102;1034635;[unknown];17
1007679;950506;282;1034635;1006102;1034635;[unknown];2
1007694;950575;282;1034635;1006102;1034635;[unknown];2
1007734;951448;282;1034635;1006102;1034635;[unknown];1
1007748;951561;282;1034635;1006102;1034635;[unknown];1
1007753;951835;282;1034635;1006102;1034635;[unknown];8
1007779;952699;282;1034635;1006102;1034635;[unknown];2
1007804;954383;282;1034635;1006102;1034635;[unknown];2
1007838;954917;282;1034635;1006102;1034635;[unknown];3
1007840;955556;282;1034635;1006102;1034635;[unknown];4
1007856;956339;282;1034635;1006102;1034635;[unknown];4
1007883;958296;282;1034635;1006102;1034635;[unknown];1
1007890;958705;282;1034635;1006102;1034635;[unknown];5
1007908;959466;282;1034635;1006102;1034635;[unknown];3
1007922;960651;282;1034635;1006102;1034635;[unknown];2
1007955;964642;282;1034635;1006102;1034635;[unknown];6
1007994;965478;282;1034635;1006102;1034635;[unknown];2
1008009;966397;282;1034635;1006102;1034635;[unknown];2
1008025;966913;282;1034635;1006102;1034635;[unknown];1
1008030;967382;282;1034635;1006102;1034635;[unknown];9
1008039;968568;282;1034635;1006102;1034635;[unknown];1
1008040;968705;282;1034635;1006102;1034635;[unknown];6
1008045;969456;282;1034635;1006102;1034635;[unknown];8
1008050;970561;282;1034635;1006102;1034635;[unknown];11
1008065;973285;282;1034635;1006102;1034635;[unknown];44
1008070;973743;282;1034635;1006102;1034635;[unknown];5
1008076;974218;282;1034635;1006102;1034635;[unknown];2
1008109;976386;282;1034635;1006102;1034635;[unknown];1
1008112;977739;282;1034635;1006102;1034635;[unknown];5
1008131;978355;282;1034635;1006102;1034635;[unknown];11
1008155;979836;282;1034635;1006102;1034635;[unknown];6
1008157;980753;282;1034635;1006102;1034635;[unknown];2
1008193;982075;282;1034635;1006102;1034635;[unknown];481
1008202;982332;282;1034635;1006102;1034635;[unknown];2
1008207;982724;282;1034635;1006102;1034635;[unknown];3
1008216;982834;282;1034635;1006102;1034635;[unknown];1
1008224;983138;282;1034635;1006102;1034635;[unknown];1
1008240;984691;282;1034635;1006102;1034635;[unknown];1
1008255;984979;282;1034635;1006102;1034635;[unknown];108
1008256;985346;282;1034635;1006102;1034635;[unknown];1
1008284;986929;282;1034635;1006102;1034635;[unknown];8
1008297;987276;282;1034635;1006102;1034635;[unknown];3
1008304;987552;282;1034635;1006102;1034635;[unknown];1
1008311;988283;282;1034635;1006102;1034635;[unknown];1
1008337;991611;282;1034635;1006102;1034635;[unknown];4
1008338;992171;282;1034635;1006102;1034635;[unknown];2
1008361;994262;282;1034635;1006102;1034635;[unknown];19
1008363;994760;282;1034635;1006102;1034635;[unknown];1
1008365;994919;282;1034635;1006102;1034635;[unknown];1
1008378;995187;282;1034635;1006102;1034635;[unknown];2
1008388;995311;282;1034635;1006102;1034635;[unknown];3
1008389;995563;282;1034635;1006102;1034635;[unknown];1
1008394;995872;282;1034635;1006102;1034635;[unknown];7
1008409;996371;282;1034635;1006102;1034635;[unknown];1
1008417;996502;282;1034635;1006102;1034635;[unknown];1
1008423;996554;282;1034635;1006102;1034635;[unknown];4
1008428;996806;282;1034635;1006102;1034635;[unknown];14
1008438;997149;282;1034635;1006102;1034635;[unknown];33
1008452;997582;282;1034635;1006102;1034635;[unknown];6
1008482;998152;282;1034635;1006102;1034635;[unknown];2
1008495;1002701;282;1034635;1006102;1034635;[unknown];8
1008504;1004477;282;1034635;1006102;1034635;[unknown];1
1008506;1004707;282;1034635;1006102;1034635;[unknown];1
1008551;1007254;282;1034635;1006102;1034635;[unknown];73
1008583;1008812;282;1034635;1006102;1034635;[unknown];2
1008586;1009106;282;1034635;1006102;1034635;[unknown];1
1008615;1009624;282;1034635;1006102;1034635;[unknown];17
1008644;1010973;282;1034635;1006102;1034635;[unknown];8
1008665;1011975;282;1034635;1006102;1034635;[unknown];5
1008678;1012079;282;1034635;1006102;1034635;[unknown];1
1008683;1012385;282;1034635;1006102;1034635;[unknown];3
1008688;1012614;282;1034635;1006102;1034635;[unknown];2
1008692;1013815;282;1034635;1006102;1034635;[unknown];6
1008702;1015972;282;1034635;1006102;1034635;[unknown];1
1008704;1016067;282;1034635;1006102;1034635;[unknown];10
1008723;1017452;282;1034635;1006102;1034635;[unknown];2
1008740;1019425;282;1034635;1006102;1034635;[unknown];5
1008755;1020170;282;1034635;1006102;1034635;[unknown];1
1008756;1021097;282;1034635;1006102;1034635;[unknown];1
1008774;1022020;282;1034635;1006102;1034635;[unknown];6
1008776;1022823;282;1034635;1006102;1034635;[unknown];1
1008783;1023436;282;1034635;1006102;1034635;[unknown];1
1008797;1024165;282;1034635;1006102;1034635;[unknown];22
1008857;1027451;282;1034635;1006102;1034635;[unknown];3
1008858;1027890;282;1034635;1006102;1034635;[unknown];1
1008880;1028958;282;1034635;1006102;1034635;[unknown];11
1008886;1029333;282;1034635;1006102;1034635;[unknown];18
1008906;1030369;282;1034635;1006102;1034635;[unknown];1
1008910;1031021;282;1034635;1006102;1034635;[unknown];1
1009095;1033669;282;1034635;1006102;1034635;[unknown];6
1009167;1036398;282;1034635;1006102;1034635;[unknown];2
1009174;1037124;282;1034635;1006102;1034635;[unknown];1
1009184;1037576;282;1034635;1006102;1034635;[unknown];3
1009202;1038411;282;1034635;1006102;1034635;[unknown];23
1009224;1039124;282;1034635;1006102;1034635;[unknown];1
1009270;1041453;282;1034635;1006102;1034635;[unknown];1
1009282;1041862;282;1034635;1006102;1034635;[unknown];2
1009320;1042997;282;1034635;1006102;1034635;[unknown];13
1009360;1043970;282;1034635;1006102;1034635;[unknown];16
1009389;1045027;282;1034635;1006102;1034635;[unknown];3
1009431;1045961;282;1034635;1006102;1034635;[unknown];2
1009452;1046934;282;1034635;1006102;1034635;[unknown];1
1009465;1047454;282;1034635;1006102;1034635;[unknown];1
1009492;1048065;282;1034635;1006102;1034635;[unknown];1
1009493;1048134;282;1034635;1006102;1034635;[unknown];1
521;1608;283;1034635;1019819;1034635;[unknown];7
536;2127;283;1034635;1019819;1034635;[unknown];84
581;2733;283;1034635;1019819;1034635;[unknown];12
659;4178;283;1034635;1019819;1034635;[unknown];9
727;4642;283;1034635;1019819;1034635;[unknown];26
825;5754;283;1034635;1019819;1034635;[unknown];2
2686;8202;283;1034635;1019819;1034635;[unknown];1
3065;8929;283;1034635;1019819;1034635;[unknown];13
3332;9948;283;1034635;1019819;1034635;[unknown];1
3344;10601;283;1034635;1019819;1034635;[unknown];5
3793;12191;283;1034635;1019819;1034635;[unknown];1
4214;13631;283;1034635;1019819;1034635;[unknown];32
4299;14807;283;1034635;1019819;1034635;[unknown];5
4301;15100;283;1034635;1019819;1034635;[unknown];3
4817;16188;283;1034635;1019819;1034635;[unknown];1
5116;19060;283;1034635;1019819;1034635;[unknown];21
5241;19204;283;1034635;1019819;1034635;[unknown];2
5582;19604;283;1034635;1019819;1034635;[unknown];1
5628;19877;283;1034635;1019819;1034635;[unknown];74
5661;20353;283;1034635;1019819;1034635;[unknown];2
5921;20659;283;1034635;1019819;1034635;[unknown];1
6009;20743;283;1034635;1019819;1034635;[unknown];1
6141;22002;283;1034635;1019819;1034635;[unknown];21
6353;22273;283;1034635;1019819;1034635;[unknown];12
6390;23145;283;1034635;1019819;1034635;[unknown];4
6747;25792;283;1034635;1019819;1034635;[unknown];47
6797;27166;283;1034635;1019819;1034635;[unknown];1
6865;28053;283;1034635;1019819;1034635;[unknown];1
6937;29994;283;1034635;1019819;1034635;[unknown];1
7130;32821;283;1034635;1019819;1034635;[unknown];5
7275;33745;283;1034635;1019819;1034635;[unknown];1
7333;35287;283;1034635;1019819;1034635;[unknown];2
7585;38251;283;1034635;1019819;1034635;[unknown];4
7721;40138;283;1034635;1019819;1034635;[unknown];14
8016;40698;283;1034635;1019819;1034635;[unknown];36
8017;40991;283;1034635;1019819;1034635;[unknown];2
8492;41684;283;1034635;1019819;1034635;[unknown];8
8618;43256;283;1034635;1019819;1034635;[unknown];65
9058;47886;283;1034635;1019819;1034635;[unknown];3
9189;48387;283;1034635;1019819;1034635;[unknown];50
9219;48610;283;1034635;1019819;1034635;[unknown];1
9660;49585;283;1034635;1019819;1034635;[unknown];61
9769;49960;283;1034635;1019819;1034635;[unknown];4
9837;50328;283;1034635;1019819;1034635;[unknown];2
10938;53356;283;1034635;1019819;1034635;[unknown];8
11480;53744;283;1034635;1019819;1034635;[unknown];11
14796;56629;283;1034635;1019819;1034635;[unknown];2
15030;58758;283;1034635;1019819;1034635;[unknown];64
15434;60552;283;1034635;1019819;1034635;[unknown];2
15516;61996;283;1034635;1019819;1034635;[unknown];1
16086;63450;283;1034635;1019819;1034635;[unknown];1
17998;66203;283;1034635;1019819;1034635;[unknown];2
1000002;67038;283;1034635;1019819;1034635;[unknown];42
1000019;68061;283;1034635;1019819;1034635;[unknown];11
1000020;68772;283;1034635;1019819;1034635;[unknown];19
1000023;70405;283;1034635;1019819;1034635;[unknown];31
1000025;70724;283;1034635;1019819;1034635;[unknown];4
1000028;71079;283;1034635;1019819;1034635;[unknown];1
1000030;71674;283;1034635;1019819;1034635;[unknown];1
1000033;71890;283;1034635;1019819;1034635;[unknown];17
1000034;72159;283;1034635;1019819;1034635;[unknown];12
1000035;72385;283;1034635;1019819;1034635;[unknown];4
1000038;72808;283;1034635;1019819;1034635;[unknown];1
1000041;73013;283;1034635;1019819;1034635;[unknown];4
1000056;73680;283;1034635;1019819;1034635;[unknown];5
1000057;73936;283;1034635;1019819;1034635;[unknown];1
1000060;74263;283;1034635;1019819;1034635;[unknown];1
1000061;74454;283;1034635;1019819;1034635;[unknown];1
1000063;74500;283;1034635;1019819;1034635;[unknown];1
1000073;77208;283;1034635;1019819;1034635;[unknown];1
1000083;78091;283;1034635;1019819;1034635;[unknown];4
1000087;78482;283;1034635;1019819;1034635;[unknown];1
1000091;78973;283;1034635;1019819;1034635;[unknown];5
1000096;79434;283;1034635;1019819;1034635;[unknown];2
1000097;79610;283;1034635;1019819;1034635;[unknown];1
1000100;81340;283;1034635;1019819;1034635;[unknown];2
1000109;84438;283;1034635;1019819;1034635;[unknown];1
1000111;85235;283;1034635;1019819;1034635;[unknown];1
1000112;85865;283;1034635;1019819;1034635;[unknown];3
1000117;87039;283;1034635;1019819;1034635;[unknown];4
1000119;87387;283;1034635;1019819;1034635;[unknown];26
1000125;88035;283;1034635;1019819;1034635;[unknown];12
1000127;88742;283;1034635;1019819;1034635;[unknown];16
1000144;90710;283;1034635;1019819;1034635;[unknown];5
1000145;91439;283;1034635;1019819;1034635;[unknown];100
1000147;91811;283;1034635;1019819;1034635;[unknown];3
1000154;92834;283;1034635;1019819;1034635;[unknown];1
1000159;93319;283;1034635;1019819;1034635;[unknown];6
1000166;94470;283;1034635;1019819;1034635;[unknown];96
1000176;97392;283;1034635;1019819;1034635;[unknown];29
1000178;97962;283;1034635;1019819;1034635;[unknown];7
1000190;101087;283;1034635;1019819;1034635;[unknown];2
1000195;101560;283;1034635;1019819;1034635;[unknown];1
1000199;103252;283;1034635;1019819;1034635;[unknown];16
1000205;105935;283;1034635;1019819;1034635;[unknown];3
1000206;106378;283;1034635;1019819;1034635;[unknown];1
1000208;106991;283;1034635;1019819;1034635;[unknown];4
1000210;107482;283;1034635;1019819;1034635;[unknown];1
1000212;107747;283;1034635;1019819;1034635;[unknown];1
1000217;109224;283;1034635;1019819;1034635;[unknown];12
1000220;109921;283;1034635;1019819;1034635;[unknown];6
1000227;110820;283;1034635;1019819;1034635;[unknown];1
1000232;111584;283;1034635;1019819;1034635;[unknown];1
1000243;113690;283;1034635;1019819;1034635;[unknown];1
1000248;114442;283;1034635;1019819;1034635;[unknown];2
1000251;115062;283;1034635;1019819;1034635;[unknown];4
1000260;116466;283;1034635;1019819;1034635;[unknown];3
1000261;117176;283;1034635;1019819;1034635;[unknown];9
1000272;119122;283;1034635;1019819;1034635;[unknown];1
1000274;120127;283;1034635;1019819;1034635;[unknown];4
1000280;121039;283;1034635;1019819;1034635;[unknown];1
1000286;121924;283;1034635;1019819;1034635;[unknown];2
1000288;122711;283;1034635;1019819;1034635;[unknown];3
1000301;123621;283;1034635;1019819;1034635;[unknown];1
1000302;123947;283;1034635;1019819;1034635;[unknown];3
1000306;124251;283;1034635;1019819;1034635;[unknown];10
1000312;125643;283;1034635;1019819;1034635;[unknown];3
1000316;126215;283;1034635;1019819;1034635;[unknown];3
1000320;126661;283;1034635;1019819;1034635;[unknown];1
1000327;127707;283;1034635;1019819;1034635;[unknown];3
1000331;128667;283;1034635;1019819;1034635;[unknown];2
1000333;128975;283;1034635;1019819;1034635;[unknown];1
1000340;129443;283;1034635;1019819;1034635;[unknown];19
1000346;130585;283;1034635;1019819;1034635;[unknown];46
1000363;133657;283;1034635;1019819;1034635;[unknown];27
1000368;134306;283;1034635;1019819;1034635;[unknown];2
1000372;134627;283;1034635;1019819;1034635;[unknown];3
1000374;134749;283;1034635;1019819;1034635;[unknown];2
1000380;136411;283;1034635;1019819;1034635;[unknown];2
1000387;137316;283;1034635;1019819;1034635;[unknown];21
1000395;139530;283;1034635;1019819;1034635;[unknown];21
1000405;141457;283;1034635;1019819;1034635;[unknown];10
1000414;142938;283;1034635;1019819;1034635;[unknown];4
1000446;146119;283;1034635;1019819;1034635;[unknown];12
1000469;149067;283;1034635;1019819;1034635;[unknown];1
1000471;149286;283;1034635;1019819;1034635;[unknown];19
1000475;150531;283;1034635;1019819;1034635;[unknown];4
1000516;153202;283;1034635;1019819;1034635;[unknown];6
1000520;154299;283;1034635;1019819;1034635;[unknown];6
1000531;155669;283;1034635;1019819;1034635;[unknown];1
1000534;156052;283;1034635;1019819;1034635;[unknown];13
1000535;156707;283;1034635;1019819;1034635;[unknown];16
1000537;157799;283;1034635;1019819;1034635;[unknown];3
1000543;159468;283;1034635;1019819;1034635;[unknown];15
1000544;159792;283;1034635;1019819;1034635;[unknown];2
1000548;160589;283;1034635;1019819;1034635;[unknown];6
1000557;162530;283;1034635;1019819;1034635;[unknown];7
1000562;163674;283;1034635;1019819;1034635;[unknown];1
1000565;164642;283;1034635;1019819;1034635;[unknown];1
1000589;167350;283;1034635;1019819;1034635;[unknown];2
1000592;167836;283;1034635;1019819;1034635;[unknown];3
1000604;169885;283;1034635;1019819;1034635;[unknown];1
1000606;171040;283;1034635;1019819;1034635;[unknown];1
1000608;171420;283;1034635;1019819;1034635;[unknown];2
1000611;172095;283;1034635;1019819;1034635;[unknown];22
1000614;173306;283;1034635;1019819;1034635;[unknown];1
1000617;174087;283;1034635;1019819;1034635;[unknown];2
1000664;177549;283;1034635;1019819;1034635;[unknown];21
1000691;179807;283;1034635;1019819;1034635;[unknown];2
1000694;180208;283;1034635;1019819;1034635;[unknown];17
1000717;182440;283;1034635;1019819;1034635;[unknown];17
1000718;182778;283;1034635;1019819;1034635;[unknown];16
1000719;183254;283;1034635;1019819;1034635;[unknown];3
1000720;183537;283;1034635;1019819;1034635;[unknown];29
1000722;183929;283;1034635;1019819;1034635;[unknown];3
1000730;184574;283;1034635;1019819;1034635;[unknown];1
1000731;184869;283;1034635;1019819;1034635;[unknown];1
1000745;185979;283;1034635;1019819;1034635;[unknown];1
1000749;186377;283;1034635;1019819;1034635;[unknown];2
1000750;186928;283;1034635;1019819;1034635;[unknown];6
1000757;188173;283;1034635;1019819;1034635;[unknown];2
1000767;189960;283;1034635;1019819;1034635;[unknown];945
1000769;191565;283;1034635;1019819;1034635;[unknown];58
1000786;193965;283;1034635;1019819;1034635;[unknown];1
1000787;194314;283;1034635;1019819;1034635;[unknown];26
1000792;194732;283;1034635;1019819;1034635;[unknown];7
1000793;195212;283;1034635;1019819;1034635;[unknown];2
1000798;196253;283;1034635;1019819;1034635;[unknown];1
1000801;197280;283;1034635;1019819;1034635;[unknown];20
1000807;198143;283;1034635;1019819;1034635;[unknown];13
1000815;198928;283;1034635;1019819;1034635;[unknown];13
1000835;201735;283;1034635;1019819;1034635;[unknown];25
1000836;201896;283;1034635;1019819;1034635;[unknown];1
1000838;202072;283;1034635;1019819;1034635;[unknown];3
1000841;202828;283;1034635;1019819;1034635;[unknown];17
1000844;203956;283;1034635;1019819;1034635;[unknown];2
1000847;204857;283;1034635;1019819;1034635;[unknown];1
1000852;205564;283;1034635;1019819;1034635;[unknown];1
1000853;205845;283;1034635;1019819;1034635;[unknown];4
1000856;206516;283;1034635;1019819;1034635;[unknown];36
1000858;206983;283;1034635;1019819;1034635;[unknown];14
1000877;210044;283;1034635;1019819;1034635;[unknown];1
1000879;210809;283;1034635;1019819;1034635;[unknown];1
1000880;211119;283;1034635;1019819;1034635;[unknown];15
1000892;212211;283;1034635;1019819;1034635;[unknown];1
1000900;212788;283;1034635;1019819;1034635;[unknown];5
1000902;213238;283;1034635;1019819;1034635;[unknown];3
1000925;216506;283;1034635;1019819;1034635;[unknown];34
1000926;216650;283;1034635;1019819;1034635;[unknown];1
1000929;217927;283;1034635;1019819;1034635;[unknown];2
1000933;218995;283;1034635;1019819;1034635;[unknown];1
1000937;219459;283;1034635;1019819;1034635;[unknown];3
1000942;219645;283;1034635;1019819;1034635;[unknown];2
1000944;219764;283;1034635;1019819;1034635;[unknown];5
1000949;220978;283;1034635;1019819;1034635;[unknown];2
1000955;221935;283;1034635;1019819;1034635;[unknown];2
1000964;222473;283;1034635;1019819;1034635;[unknown];167
1000967;223104;283;1034635;1019819;1034635;[unknown];31
1000974;223801;283;1034635;1019819;1034635;[unknown];3
1000979;225415;283;1034635;1019819;1034635;[unknown];1
1000991;229537;283;1034635;1019819;1034635;[unknown];58
1001028;233825;283;1034635;1019819;1034635;[unknown];1
1001034;234691;283;1034635;1019819;1034635;[unknown];4
1001035;235604;283;1034635;1019819;1034635;[unknown];1
1001044;237085;283;1034635;1019819;1034635;[unknown];3
1001054;238802;283;1034635;1019819;1034635;[unknown];1
1001071;241142;283;1034635;1019819;1034635;[unknown];1
1001074;241520;283;1034635;1019819;1034635;[unknown];1
1001077;241936;283;1034635;1019819;1034635;[unknown];2
1001079;242133;283;1034635;1019819;1034635;[unknown];1
1001080;242401;283;1034635;1019819;1034635;[unknown];4
1001082;242643;283;1034635;1019819;1034635;[unknown];1
1001085;243069;283;1034635;1019819;1034635;[unknown];1
1001086;243392;283;1034635;1019819;1034635;[unknown];6
1001095;243873;283;1034635;1019819;1034635;[unknown];2
1001096;244219;283;1034635;1019819;1034635;[unknown];2
1001102;245036;283;1034635;1019819;1034635;[unknown];5
1001106;246012;283;1034635;1019819;1034635;[unknown];8
1001109;246930;283;1034635;1019819;1034635;[unknown];3
